source_wallet_id,dest_wallet_id,timestamp,amount,token-type
mixer_spengwyx9t,w_i15cqzcuct,2026-01-14T03:50:18Z,106.74,DAI
mixer_zh13cd5glq,w_45bm1enf31,2026-01-21T07:43:17Z,2171.22,DAI
w_lz049enulq,mixer_3zkwdeekgy,2025-11-16T09:25:07Z,528.41,DAI
w_71hssbelrq,exchange_ajssuuqo1v,2025-12-12T14:39:17Z,560.86,USDT
mixer_j5sxvwvm4w,w_k9tr74qgef,2025-11-04T23:06:13Z,9.19998,ETH
w_5bcw790pdw,mixer_3zkwdeekgy,2025-11-22T03:11:07Z,421.27,USDT
w_owgzrixa11,mixer_j5sxvwvm4w,2025-11-30T13:54:16Z,640.38,DAI
illicit_dalmjegqto,mixer_spengwyx9t,2025-11-09T13:00:39Z,2522.01,USDT
illicit_dalmjegqto,illicit_in3oeuvtyt,2026-01-08T19:13:02Z,731.4,USDT
w_twdl9zs13c,exchange_qhrrpzlk3e,2025-11-08T12:17:58Z,813.52,USDC
w_hzlm72jeyn,mixer_j5sxvwvm4w,2026-01-20T12:33:39Z,853.59,USDT
exploit_rflqbmae38,illicit_prcjiwvhdk,2025-11-05T19:55:51Z,1188.75,USDT
mixer_spengwyx9t,w_kkv9rftmtt,2026-01-19T19:43:03Z,1701.24,USDC
w_atatj9a3y3,exchange_qhrrpzlk3e,2025-11-30T15:30:27Z,1898.86,USDC
w_kkv9rftmtt,exchange_xmxb9yo18p,2025-11-13T20:15:42Z,279.18,USDC
w_6hid25owf7,exchange_xmxb9yo18p,2025-12-06T21:58:57Z,2956.99,USDC
exchange_ajssuuqo1v,w_ns832ejx5t,2026-01-20T08:33:16Z,2338.3,USDT
w_cgvyie6ivw,exchange_xmxb9yo18p,2025-12-09T12:42:19Z,1144.68,DAI
mixer_3zkwdeekgy,exchange_smado8e7fl,2025-12-18T13:55:43Z,2528.14,DAI
exchange_ajssuuqo1v,w_pvs7hzioyk,2026-01-13T20:48:46Z,5242.87,USDT
w_cslqc3c54w,mixer_j5sxvwvm4w,2026-01-27T09:56:24Z,1.711022,ETH
illicit_1bj9rm7pyx,exchange_iogxpbwhvn,2025-12-26T05:30:27Z,5.313906,ETH
w_waouaxeqbn,exchange_xmxb9yo18p,2025-12-17T09:31:41Z,552.86,USDT
illicit_8qzpky32or,mixer_3zkwdeekgy,2026-01-07T05:10:50Z,930.59,DAI
w_gyggsnpuev,w_qlgzui1b0z,2025-11-09T13:49:28Z,1138.98,USDT
mixer_3zkwdeekgy,w_uk9e1v2isq,2026-01-18T03:07:37Z,1611.4,USDC
w_5jsg65kxvf,exchange_4xyf9igfu8,2026-01-06T16:34:03Z,2.4116,ETH
w_qx6gvwrdml,mixer_j5sxvwvm4w,2025-11-17T11:28:07Z,2004.6,DAI
w_6t4ufel624,mixer_zh13cd5glq,2025-11-20T01:03:08Z,477.92,USDC
mixer_spengwyx9t,w_uk9e1v2isq,2025-11-05T07:54:19Z,0.346008,ETH
mixer_zh13cd5glq,w_7ur23gdppq,2026-01-21T03:21:19Z,366.06,DAI
w_tqvdz4x1zh,exchange_smado8e7fl,2025-12-06T09:52:21Z,0.454176,ETH
illicit_8qzpky32or,mixer_zh13cd5glq,2026-01-10T16:33:30Z,2310.14,DAI
illicit_69ugnekrcp,exchange_smado8e7fl,2025-11-24T08:32:56Z,702.42,USDC
exchange_smado8e7fl,w_m25len606n,2025-11-19T01:05:08Z,1456.7,USDC
illicit_amdvlnknd6,exchange_iogxpbwhvn,2025-11-17T04:09:35Z,2232.71,USDT
mixer_zh13cd5glq,w_zhwjr64dpj,2025-11-19T11:48:33Z,931.38,USDC
w_j43d5iqvnb,exchange_ajssuuqo1v,2026-01-31T11:08:53Z,1239.94,DAI
w_xaji0y6dpb,exchange_smado8e7fl,2025-12-07T14:50:38Z,2912.77,DAI
mixer_j5sxvwvm4w,w_odro8bnp84,2025-12-09T15:59:10Z,0.377856,ETH
w_otohp6vz41,mixer_zh13cd5glq,2025-11-15T06:31:26Z,734.76,USDT
w_zqy72wx7pt,exchange_qhrrpzlk3e,2025-11-07T19:26:36Z,2.087991,ETH
exchange_qhrrpzlk3e,w_4ivsolmlgs,2025-12-28T10:38:45Z,2055.41,USDT
illicit_in3oeuvtyt,exchange_qhrrpzlk3e,2025-11-05T00:33:57Z,2.180336,ETH
mixer_j5sxvwvm4w,w_3kx7eedtjv,2026-01-28T12:54:17Z,1.119129,ETH
w_3fpoyipk0q,mixer_spengwyx9t,2025-12-15T00:44:59Z,3066.92,USDT
exchange_ajssuuqo1v,w_45bm1enf31,2025-11-06T23:34:30Z,634.16,USDT
w_tz0yncxll4,exchange_qhrrpzlk3e,2025-12-13T17:55:57Z,113.3,USDT
mixer_3zkwdeekgy,w_p6befflzm7,2025-12-11T11:51:55Z,0.508306,ETH
w_j2qp89uzfk,mixer_j5sxvwvm4w,2025-11-15T16:22:49Z,604.31,USDT
illicit_in3oeuvtyt,exchange_xmxb9yo18p,2025-12-02T22:57:46Z,2637.8,USDT
mixer_j5sxvwvm4w,w_zbikcidkwn,2026-01-04T23:32:16Z,841.09,USDT
w_8hmbr5xqt4,exchange_smado8e7fl,2025-11-11T04:52:17Z,546.93,USDT
illicit_1bj9rm7pyx,exchange_ajssuuqo1v,2025-12-01T04:39:46Z,762.47,DAI
w_nam148p0tv,exchange_xmxb9yo18p,2025-11-07T16:01:00Z,6357.28,USDC
mixer_j5sxvwvm4w,w_ckjlteiyzc,2026-01-08T12:27:54Z,1752.63,USDT
exploit_rflqbmae38,illicit_69ugnekrcp,2025-11-05T09:11:18Z,750.88,USDT
illicit_1bj9rm7pyx,exchange_ajssuuqo1v,2026-01-27T03:33:11Z,3146.93,USDT
exchange_smado8e7fl,w_fyo1750ceh,2025-11-16T00:18:15Z,0.264446,ETH
illicit_69ugnekrcp,illicit_wixz2c9ros,2025-12-29T05:57:13Z,6122.51,USDC
w_hqmabsi9nb,exchange_smado8e7fl,2025-11-04T00:26:25Z,1035.05,DAI
w_0ubmc97c7b,mixer_zh13cd5glq,2025-11-22T04:38:11Z,0.13957873,WBTC
exchange_qhrrpzlk3e,w_myx444nlz1,2025-12-08T19:12:12Z,1.318863,ETH
w_atatj9a3y3,exchange_qhrrpzlk3e,2025-12-09T06:45:37Z,572.01,USDT
mixer_spengwyx9t,w_es6m033ifh,2025-12-24T01:28:04Z,332.55,USDT
exchange_smado8e7fl,mixer_j5sxvwvm4w,2026-01-24T16:51:09Z,1.681934,ETH
exchange_ajssuuqo1v,w_nhj7xvg0fn,2025-11-24T08:08:11Z,787.83,USDC
w_2iagl58kxo,mixer_spengwyx9t,2026-01-02T12:12:38Z,1.221421,ETH
illicit_dw2zcfzw0l,mixer_j5sxvwvm4w,2026-01-03T16:33:36Z,2056.1,USDT
exchange_qhrrpzlk3e,w_kbp2qd6vas,2026-01-26T09:04:07Z,633.21,USDT
w_azytjxepq8,mixer_spengwyx9t,2025-12-14T08:52:46Z,1814.6,USDT
exchange_ajssuuqo1v,w_xpj4hnriuu,2025-11-10T09:36:14Z,3254.18,USDT
mixer_zh13cd5glq,w_kbp2qd6vas,2026-01-23T09:03:13Z,2322.56,DAI
illicit_dw2zcfzw0l,mixer_spengwyx9t,2025-11-17T14:03:17Z,350.85,USDT
mixer_j5sxvwvm4w,w_xfgcaqvkiz,2025-12-10T09:53:35Z,1100.68,USDT
w_43c5ba75uu,exchange_ajssuuqo1v,2025-12-19T13:34:15Z,1918.24,USDC
exchange_qhrrpzlk3e,w_30t9nt3w5u,2025-12-22T15:09:37Z,5860.54,USDT
w_x4w6xlpu0d,mixer_j5sxvwvm4w,2026-01-23T09:05:45Z,2669.92,USDT
exchange_smado8e7fl,w_3nx39rbsv5,2025-11-12T16:59:02Z,636.14,DAI
exchange_qhrrpzlk3e,w_dpg8sbi4q2,2025-12-20T13:51:48Z,808.69,USDT
illicit_prcjiwvhdk,w_55nf4zw9xa,2025-12-13T03:56:05Z,3.021392,ETH
mixer_3zkwdeekgy,w_6ddfgs3jon,2025-12-01T19:41:40Z,824.61,USDT
w_suflsehuds,mixer_3zkwdeekgy,2025-11-21T19:07:27Z,1172.98,USDT
w_cwi64ciyhe,exchange_ajssuuqo1v,2026-01-06T10:45:54Z,1275.83,USDC
exchange_smado8e7fl,w_waouaxeqbn,2025-11-13T14:48:24Z,1242.28,USDT
w_twdl9zs13c,mixer_j5sxvwvm4w,2025-12-02T20:10:37Z,0.417726,ETH
w_5psq0oxfq8,mixer_3zkwdeekgy,2025-11-26T13:29:20Z,0.403068,ETH
illicit_amdvlnknd6,mixer_spengwyx9t,2025-11-28T03:28:58Z,3.328512,ETH
exchange_xmxb9yo18p,w_nam148p0tv,2025-12-23T03:46:28Z,5.116893,ETH
exchange_xmxb9yo18p,w_5psq0oxfq8,2025-11-12T17:11:47Z,1998.81,USDT
mixer_j5sxvwvm4w,w_vslwf90km3,2026-01-08T16:59:34Z,966.0,USDC
exchange_xmxb9yo18p,w_5psq0oxfq8,2025-11-16T22:11:09Z,1.430688,ETH
w_o75rh8lx6d,exchange_qhrrpzlk3e,2025-12-28T10:16:04Z,920.5,USDT
mixer_zh13cd5glq,w_cgvyie6ivw,2025-11-22T02:55:24Z,1249.35,DAI
w_k9tr74qgef,exchange_ajssuuqo1v,2026-01-09T02:26:43Z,585.01,USDT
w_74x2ek3zez,mixer_j5sxvwvm4w,2026-01-03T00:35:57Z,413.32,DAI
exchange_qhrrpzlk3e,w_jidknwi5fl,2026-01-16T11:45:13Z,276.1,USDT
mixer_j5sxvwvm4w,w_azytjxepq8,2025-12-26T08:01:17Z,1.111543,ETH
w_csk30lvylk,mixer_j5sxvwvm4w,2026-01-14T08:58:59Z,1015.97,USDC
exchange_ajssuuqo1v,w_o119xp9n56,2025-12-18T12:57:45Z,950.09,USDT
exchange_ajssuuqo1v,w_xaji0y6dpb,2026-01-05T09:37:20Z,0.495266,ETH
w_bhb7s9tj1g,exchange_ajssuuqo1v,2026-01-09T07:40:27Z,2117.1,USDC
exploit_rflqbmae38,illicit_1bj9rm7pyx,2025-11-04T13:11:25Z,167.12,USDT
mixer_zh13cd5glq,w_3fpoyipk0q,2025-12-20T16:41:19Z,659.34,USDC
illicit_prcjiwvhdk,exchange_xmxb9yo18p,2026-01-08T23:54:53Z,3.300852,ETH
exchange_smado8e7fl,w_5935a0l725,2025-11-14T03:23:26Z,810.42,DAI
mixer_j5sxvwvm4w,exchange_smado8e7fl,2025-12-24T00:01:11Z,1038.72,DAI
w_kkv9rftmtt,mixer_spengwyx9t,2026-01-15T10:12:45Z,5394.58,USDT
exchange_qhrrpzlk3e,w_hc36kof8kr,2025-11-26T05:59:31Z,0.07158,WBTC
w_25sq8croyr,mixer_3zkwdeekgy,2026-01-13T03:04:37Z,0.837199,ETH
mixer_spengwyx9t,w_m25len606n,2025-12-01T08:48:23Z,1371.21,USDT
mixer_spengwyx9t,w_6t4ufel624,2026-01-26T22:50:29Z,1118.77,USDC
exchange_qhrrpzlk3e,w_7fxzv4u3bb,2026-01-22T19:49:51Z,473.54,USDT
mixer_j5sxvwvm4w,w_l8os9xtogn,2025-11-27T02:18:54Z,816.96,USDC
exchange_smado8e7fl,mixer_j5sxvwvm4w,2025-12-28T17:59:38Z,577.76,USDT
w_a1wj0tpac5,exchange_xmxb9yo18p,2025-12-14T20:57:19Z,0.438428,ETH
exchange_smado8e7fl,w_6t4ufel624,2025-12-21T11:00:14Z,906.84,USDC
illicit_dw2zcfzw0l,w_cfi4o6l1f9,2025-11-05T12:25:35Z,1.478197,ETH
w_4lmct64z7w,mixer_spengwyx9t,2025-11-14T12:27:35Z,2.242171,ETH
mixer_spengwyx9t,w_nyxtxmgtt0,2025-11-04T05:10:29Z,1546.53,USDT
w_kkv9rftmtt,exchange_xmxb9yo18p,2025-12-02T03:58:38Z,733.36,DAI
exchange_ajssuuqo1v,w_xux1oxrwk8,2025-11-15T04:03:10Z,2.339631,ETH
exchange_ajssuuqo1v,w_q46nouhfj7,2025-12-24T13:57:59Z,0.234666,ETH
exchange_qhrrpzlk3e,w_18k0axycel,2025-12-26T04:28:10Z,760.24,DAI
w_7ur23gdppq,mixer_j5sxvwvm4w,2025-12-11T21:34:04Z,624.17,USDC
w_hc36kof8kr,exchange_smado8e7fl,2026-01-21T19:38:26Z,2265.13,USDT
mixer_spengwyx9t,w_1t2tala753,2025-11-28T05:51:22Z,0.4508464,WBTC
illicit_dalmjegqto,mixer_zh13cd5glq,2025-12-03T11:02:18Z,6867.9,DAI
w_kbp2qd6vas,exchange_4xyf9igfu8,2025-12-18T05:02:42Z,972.74,USDT
mixer_j5sxvwvm4w,w_lemx15z8vm,2026-01-16T03:13:04Z,1320.94,USDC
w_07g0iiji44,mixer_zh13cd5glq,2025-12-07T01:36:14Z,1588.18,USDC
w_l8os9xtogn,mixer_j5sxvwvm4w,2026-01-18T23:59:41Z,578.78,USDC
w_zqy72wx7pt,mixer_3zkwdeekgy,2025-12-07T07:34:32Z,1356.65,DAI
exchange_smado8e7fl,w_phr62gdswm,2025-12-22T17:20:34Z,5917.93,USDT
illicit_prcjiwvhdk,exchange_ajssuuqo1v,2026-01-02T08:17:10Z,383.52,USDT
mixer_j5sxvwvm4w,w_6t4ufel624,2025-12-11T20:54:06Z,1234.99,DAI
w_8hmbr5xqt4,mixer_j5sxvwvm4w,2025-12-26T11:55:23Z,1207.26,USDT
illicit_dalmjegqto,illicit_wixz2c9ros,2025-12-27T14:19:50Z,1822.43,DAI
illicit_amdvlnknd6,w_3r30me8f84,2025-12-08T12:32:25Z,712.06,USDT
w_q46nouhfj7,exchange_qhrrpzlk3e,2025-12-23T19:33:46Z,771.04,USDT
mixer_3zkwdeekgy,w_g2qzw3c1qk,2026-01-19T03:08:51Z,395.68,USDC
exchange_smado8e7fl,w_x4w6xlpu0d,2025-12-14T07:39:05Z,3589.06,USDT
w_p501nouhtc,exchange_qhrrpzlk3e,2025-12-07T16:12:47Z,625.31,USDC
exchange_smado8e7fl,w_ywd14ve92m,2025-12-23T16:36:37Z,187.5,DAI
w_hejla0gnzs,exchange_qhrrpzlk3e,2025-12-05T10:36:19Z,2.127117,ETH
w_7fxzv4u3bb,mixer_zh13cd5glq,2025-12-07T00:05:27Z,0.342805,ETH
w_0ubmc97c7b,mixer_spengwyx9t,2026-01-09T16:23:44Z,702.81,USDT
w_or7875aud9,exchange_xmxb9yo18p,2026-01-23T07:05:26Z,0.201314,ETH
w_nyxtxmgtt0,exchange_xmxb9yo18p,2025-12-15T08:48:40Z,3413.72,USDT
exchange_ajssuuqo1v,w_hl1n13jcat,2026-01-01T08:28:23Z,1030.29,USDC
mixer_j5sxvwvm4w,w_twbozd1at7,2026-01-07T20:41:37Z,0.927859,ETH
illicit_prcjiwvhdk,w_xyvgiui9kk,2025-12-20T16:35:25Z,948.53,USDT
w_6ddfgs3jon,mixer_spengwyx9t,2025-11-20T01:24:27Z,0.17470232,WBTC
mixer_spengwyx9t,exchange_xmxb9yo18p,2025-11-27T04:34:32Z,573.32,USDC
mixer_zh13cd5glq,w_u2gc5wi6fq,2025-12-04T20:36:19Z,2.431875,ETH
mixer_j5sxvwvm4w,w_p6befflzm7,2025-12-18T06:01:16Z,0.39730247,WBTC
w_4gh2m5zja8,mixer_zh13cd5glq,2026-01-20T22:28:43Z,196.19,DAI
w_u2gc5wi6fq,exchange_smado8e7fl,2026-01-16T03:03:07Z,883.03,DAI
w_9t7e8g8jdp,mixer_spengwyx9t,2025-12-07T16:50:45Z,0.20365872,WBTC
exchange_xmxb9yo18p,w_cfi4o6l1f9,2025-12-04T15:37:29Z,1.032556,ETH
w_cwi64ciyhe,mixer_3zkwdeekgy,2025-11-23T21:58:16Z,1154.66,USDC
illicit_69ugnekrcp,exchange_xmxb9yo18p,2026-01-17T17:40:26Z,855.26,USDT
w_ihx74d0gjy,exchange_xmxb9yo18p,2025-12-22T14:43:44Z,4.293615,ETH
w_hl1n13jcat,mixer_spengwyx9t,2026-01-28T23:53:22Z,3253.59,USDT
mixer_spengwyx9t,w_3fpoyipk0q,2025-11-14T05:07:03Z,1266.08,DAI
mixer_3zkwdeekgy,w_30t9nt3w5u,2025-12-08T16:45:34Z,0.423374,ETH
w_3y30ysxpnn,exchange_qhrrpzlk3e,2026-01-13T13:05:11Z,0.214185,WBTC
w_gb7r3ocwbf,exchange_ajssuuqo1v,2025-12-14T20:38:52Z,2.244302,ETH
w_4lmct64z7w,exchange_ajssuuqo1v,2025-11-26T12:31:05Z,9377.64,USDC
illicit_prcjiwvhdk,mixer_zh13cd5glq,2025-12-29T18:05:02Z,1166.35,USDC
w_uww5wfcpkj,exchange_xmxb9yo18p,2026-01-06T06:21:15Z,3920.6,DAI
mixer_spengwyx9t,w_9tze5r5uqp,2025-12-23T11:56:41Z,2.985292,ETH
exchange_xmxb9yo18p,w_owgzrixa11,2026-01-25T13:49:05Z,1727.91,USDC
w_nam148p0tv,mixer_j5sxvwvm4w,2025-11-16T00:03:14Z,2.666731,ETH
w_874frhocn9,exchange_ajssuuqo1v,2026-01-03T23:49:24Z,580.57,USDC
exchange_xmxb9yo18p,w_874frhocn9,2025-12-24T17:56:13Z,0.494824,ETH
w_t1ntmjsrd9,exchange_smado8e7fl,2025-11-11T00:10:11Z,1074.1,DAI
illicit_1bj9rm7pyx,exchange_ajssuuqo1v,2025-11-29T09:22:53Z,0.76348,ETH
w_otohp6vz41,exchange_xmxb9yo18p,2025-11-22T23:49:29Z,63.86,USDT
mixer_j5sxvwvm4w,w_xyvgiui9kk,2026-01-02T17:26:39Z,1636.86,USDC
mixer_j5sxvwvm4w,w_uk9e1v2isq,2025-11-19T12:42:36Z,436.65,USDT
mixer_3zkwdeekgy,w_azytjxepq8,2025-12-19T00:06:25Z,0.08415268,WBTC
w_6ccvcjwtl9,exchange_xmxb9yo18p,2025-12-15T03:11:48Z,918.02,USDT
w_ylurtp0lzj,mixer_3zkwdeekgy,2025-12-20T14:05:52Z,377.85,USDT
exchange_qhrrpzlk3e,w_2m0w10lbt3,2026-01-01T09:39:14Z,3007.47,USDT
exchange_smado8e7fl,w_lemx15z8vm,2025-12-19T20:43:49Z,2630.19,USDC
exchange_xmxb9yo18p,w_ihx74d0gjy,2026-01-02T14:44:45Z,1884.25,USDT
w_6hid25owf7,mixer_spengwyx9t,2025-11-12T23:44:37Z,1755.14,USDT
exchange_smado8e7fl,w_pkyrybovak,2026-01-16T22:15:43Z,1353.92,USDC
exchange_qhrrpzlk3e,w_sqt26q3xlr,2025-11-09T00:43:48Z,296.63,USDC
w_zp08j3trp0,exchange_smado8e7fl,2026-01-21T20:57:52Z,624.0,USDT
w_5py6b2knft,exchange_4xyf9igfu8,2025-11-03T04:12:37Z,648.7,USDC
mixer_3zkwdeekgy,w_yv37dia5u6,2026-01-14T21:52:24Z,571.45,USDT
illicit_69ugnekrcp,mixer_spengwyx9t,2025-11-27T19:08:49Z,12206.44,USDT
w_xux1oxrwk8,mixer_j5sxvwvm4w,2025-12-30T01:13:19Z,0.17092839,WBTC
exchange_qhrrpzlk3e,w_nam148p0tv,2026-01-30T21:10:04Z,309.11,USDT
w_owgzrixa11,mixer_zh13cd5glq,2025-12-17T07:01:00Z,2096.14,USDC
w_nyxtxmgtt0,exchange_ajssuuqo1v,2025-12-11T15:55:02Z,836.56,DAI
exchange_xmxb9yo18p,w_ss9toqw9ja,2025-12-13T15:24:53Z,996.14,DAI
w_dbvzb0oih5,mixer_zh13cd5glq,2025-12-02T01:39:45Z,3.625465,ETH
exchange_smado8e7fl,w_atatj9a3y3,2025-11-11T17:38:42Z,0.466216,ETH
illicit_69ugnekrcp,w_jgxaa2ilgb,2025-11-27T16:30:25Z,1427.54,USDT
exchange_xmxb9yo18p,w_2sehe2atn2,2025-11-02T16:46:15Z,1796.79,DAI
w_dzr1yxr2dh,exchange_ajssuuqo1v,2025-11-06T04:19:44Z,1070.33,USDC
w_sqt26q3xlr,exchange_smado8e7fl,2025-11-13T09:55:52Z,1.87383744,ETH
exchange_smado8e7fl,w_qx6gvwrdml,2025-12-30T09:30:39Z,0.210645,ETH
w_yv37dia5u6,exchange_4xyf9igfu8,2026-01-06T09:34:14Z,2175.39,USDC
w_7fxzv4u3bb,mixer_zh13cd5glq,2025-11-30T12:54:26Z,514.78,DAI
exchange_qhrrpzlk3e,w_5935a0l725,2025-12-08T23:24:43Z,2462.6,USDT
exchange_xmxb9yo18p,w_nhj7xvg0fn,2026-01-13T15:39:07Z,3067.69,USDC
w_hcbn9wszv8,mixer_spengwyx9t,2026-01-21T03:16:17Z,4272.69,USDC
w_l8os9xtogn,mixer_j5sxvwvm4w,2026-01-24T06:28:51Z,0.467009,ETH
w_0lvsnujza7,mixer_j5sxvwvm4w,2025-11-10T06:33:38Z,650.0,DAI
mixer_j5sxvwvm4w,w_vslwf90km3,2026-01-04T23:34:50Z,926.87,DAI
w_o119xp9n56,mixer_3zkwdeekgy,2026-01-25T06:18:32Z,0.15371226,WBTC
mixer_spengwyx9t,w_qacj4t0sek,2025-12-24T23:31:25Z,0.31459464,WBTC
w_dbvzb0oih5,mixer_spengwyx9t,2025-11-04T07:49:19Z,2938.47,USDT
mixer_spengwyx9t,w_cgvyie6ivw,2026-01-13T15:03:16Z,660.88,USDT
w_jidknwi5fl,exchange_qhrrpzlk3e,2025-11-09T10:21:29Z,1337.36,USDT
w_6t4ufel624,mixer_zh13cd5glq,2026-01-11T08:25:04Z,694.79,USDT
w_vslwf90km3,exchange_smado8e7fl,2025-12-03T22:21:05Z,4111.77,USDC
w_hzlm72jeyn,mixer_3zkwdeekgy,2025-12-18T17:11:22Z,1958.95,USDC
w_3j2d54i3qk,mixer_zh13cd5glq,2026-01-28T17:45:15Z,683.02,USDT
w_nyxtxmgtt0,mixer_zh13cd5glq,2025-11-05T08:42:04Z,770.93,USDT
exchange_smado8e7fl,w_9rr7s20cv3,2025-11-26T05:25:05Z,2674.36,USDC
w_2iagl58kxo,exchange_smado8e7fl,2026-01-11T14:34:02Z,1116.67,USDC
exchange_smado8e7fl,w_hhpbmyofqe,2025-11-11T04:01:24Z,1862.32,USDT
w_6ddfgs3jon,exchange_qhrrpzlk3e,2026-01-09T18:19:13Z,5931.86,USDC
w_ylurtp0lzj,mixer_zh13cd5glq,2025-12-13T00:27:25Z,837.04,USDC
illicit_dalmjegqto,exchange_4xyf9igfu8,2026-01-05T23:46:43Z,0.168405,ETH
exchange_smado8e7fl,w_izasnwywrr,2025-12-31T03:08:50Z,1790.88,USDT
mixer_spengwyx9t,w_csk30lvylk,2026-01-25T00:47:08Z,587.88,DAI
illicit_7yt2m6twd1,exchange_xmxb9yo18p,2025-12-31T18:20:15Z,1041.32,USDC
exchange_smado8e7fl,w_or7875aud9,2026-01-09T09:58:54Z,0.10014,WBTC
w_kbp2qd6vas,mixer_j5sxvwvm4w,2025-11-26T03:50:28Z,0.850982,ETH
w_pvs7hzioyk,exchange_smado8e7fl,2025-12-20T19:18:43Z,642.14,DAI
illicit_69ugnekrcp,illicit_in3oeuvtyt,2025-12-16T19:36:08Z,17237.21,USDT
w_ns832ejx5t,mixer_3zkwdeekgy,2025-12-13T19:56:50Z,0.697224,ETH
exchange_ajssuuqo1v,w_o75rh8lx6d,2025-12-21T09:58:49Z,1002.97,USDT
exchange_qhrrpzlk3e,w_zqy72wx7pt,2026-01-07T04:47:09Z,2391.18,USDC
w_m41qeslayn,mixer_3zkwdeekgy,2025-11-12T06:45:34Z,403.57,USDT
illicit_1bj9rm7pyx,w_3j2d54i3qk,2025-11-22T03:26:08Z,4.790988,ETH
w_ss9toqw9ja,exchange_qhrrpzlk3e,2026-01-09T03:57:41Z,0.678706,ETH
w_30t9nt3w5u,exchange_qhrrpzlk3e,2026-01-19T08:15:09Z,3415.98,USDT
exchange_smado8e7fl,w_fyo1750ceh,2025-12-27T13:49:38Z,2152.75,USDT
w_os6zle6kwh,mixer_spengwyx9t,2025-12-30T19:00:32Z,277.39,USDT
illicit_dw2zcfzw0l,illicit_in3oeuvtyt,2025-11-30T19:39:15Z,5189.72,USDT
w_493wxa73jg,exchange_qhrrpzlk3e,2025-11-08T17:13:55Z,0.421772,ETH
w_eyuhz1gv0e,mixer_3zkwdeekgy,2026-01-05T12:20:37Z,1797.92,USDC
illicit_8qzpky32or,exchange_ajssuuqo1v,2026-01-02T08:38:13Z,963.98,USDC
w_hc36kof8kr,exchange_smado8e7fl,2026-01-18T18:58:33Z,340.2,USDT
w_ianouof0on,mixer_3zkwdeekgy,2025-11-28T21:29:29Z,1559.59,USDC
mixer_j5sxvwvm4w,w_pkyrybovak,2025-11-11T22:42:26Z,0.811432,ETH
exploit_rflqbmae38,illicit_dw2zcfzw0l,2025-11-08T20:37:36Z,422.01,USDT
w_j2qp89uzfk,mixer_zh13cd5glq,2026-01-24T07:05:04Z,0.379387,ETH
exchange_ajssuuqo1v,w_5bcw790pdw,2026-01-20T03:55:35Z,0.020063,WBTC
mixer_3zkwdeekgy,w_azytjxepq8,2026-01-01T14:41:07Z,524.18,USDT
illicit_dw2zcfzw0l,w_j2qp89uzfk,2025-12-17T00:17:04Z,4.69793,ETH
w_43c5ba75uu,exchange_qhrrpzlk3e,2025-11-12T22:06:38Z,745.48,USDC
illicit_amdvlnknd6,illicit_in3oeuvtyt,2025-11-04T11:08:45Z,1.282113,ETH
illicit_69ugnekrcp,illicit_wixz2c9ros,2025-12-11T15:57:19Z,2197.82,USDC
exchange_ajssuuqo1v,w_dzr1yxr2dh,2025-12-24T07:17:54Z,778.56,USDC
mixer_spengwyx9t,w_zbikcidkwn,2026-01-27T00:38:16Z,0.1429743,WBTC
w_vslwf90km3,mixer_j5sxvwvm4w,2026-01-09T10:13:12Z,6382.77,USDC
w_objlzy1uu9,exchange_iogxpbwhvn,2025-11-26T15:13:34Z,565.89,USDT
w_7fxzv4u3bb,mixer_zh13cd5glq,2026-01-26T05:32:30Z,1278.51,DAI
exchange_ajssuuqo1v,w_dpg8sbi4q2,2025-12-25T08:36:25Z,1342.68,USDT
mixer_zh13cd5glq,w_g2qzw3c1qk,2025-12-01T13:31:17Z,4132.55,USDT
w_pvs7hzioyk,mixer_3zkwdeekgy,2025-12-23T23:27:11Z,704.21,USDT
w_9skdgigatj,exchange_4xyf9igfu8,2025-12-10T23:14:48Z,3729.66,USDC
w_odro8bnp84,exchange_qhrrpzlk3e,2025-11-07T13:29:45Z,6748.21,USDC
mixer_3zkwdeekgy,w_lz049enulq,2025-12-01T15:26:43Z,6348.84,USDT
mixer_j5sxvwvm4w,w_d44k1j6fp8,2026-01-30T14:25:27Z,3820.29,USDT
w_yz7srcbplj,exchange_xmxb9yo18p,2026-01-21T19:03:28Z,0.956738,ETH
exchange_qhrrpzlk3e,w_cwi64ciyhe,2025-12-26T04:20:12Z,5055.02,USDC
w_jeget1ghr0,mixer_zh13cd5glq,2025-11-07T19:04:58Z,1267.03,USDC
w_or7875aud9,exchange_xmxb9yo18p,2025-11-03T11:10:55Z,1536.05,USDT
w_l8os9xtogn,exchange_4xyf9igfu8,2026-01-07T00:51:19Z,0.0825,WBTC
exchange_ajssuuqo1v,w_hc36kof8kr,2025-11-07T10:44:04Z,0.169655,WBTC
mixer_3zkwdeekgy,w_eyuhz1gv0e,2026-01-09T17:44:39Z,1.887864,ETH
w_bhb7s9tj1g,exchange_smado8e7fl,2025-12-03T14:05:20Z,1171.7,USDC
exchange_ajssuuqo1v,w_6t4ufel624,2026-01-05T10:36:29Z,948.52,USDC
w_0982n2atqy,exchange_ajssuuqo1v,2025-11-19T15:02:41Z,2368.3,USDT
exchange_smado8e7fl,w_l1cq99chj7,2026-01-29T06:51:07Z,1381.59,USDT
w_pkyrybovak,exchange_xmxb9yo18p,2026-01-30T19:43:47Z,830.08,USDC
